logprob,Id,Ti,L,Y,CC,ECC,RId,W,AA,F,J
-21.246,1581355799,use of soil apparent electrical resistivity contact sensors for the extensive study of archaeological sites,en,2015,4,4,"2046927613,1993855223,2145855871,2158799207,1948499818,1988370957,1946434074,2056671944,2076746897,1969214686,2164356438,2012951707,2038833668,1598353405,1992523646,2021995710,2507366644,2024872719","apparent,archaeological,contact,electrical,extensive,resistivity,sensors,sites,soil",jose maria terron|2615879228|victorino mayoral|2173573911|jose angel salgado|2586948558|francisco antonio galea|2427317937|victor hurtado perez|2115023927|carlos p odriozola|2010034703|pedro mateos|2906486697|antonio pizzo|2420849515,soil map|71864017|remote sensing|62649853|raw data|132964779|precision agriculture|120217122|normalization|123832482|interpolation|17378031|georeference|75145180|geophysical survey|114315601|geology|127313418|electrical resistivity and conductivity|69990965|archaeology|166957645,archaeological prospection|180658431
-21.247,2253190469,archaeological study on qiemo ancient city using sar remote sensing data,en,2012,1,1,,"ancient,archaeological,city,data,qiemo,remote,sar,sensing",zhihong gao|2307984474|yun shao|2114583481|huaze gong|2100089155|long liu|2707281049|minghuan yuan|2134636030,remote sensing|62649853|geography|205649164|geographic coordinate system|123046963|archaeology|166957645,
-21.252,2759448512,mapping the inhospitable landscapes of the orkney islands using rpas,en,2018,1,1,2081235747,"inhospitable,islands,landscapes,mapping,orkney,rpas",kasper hanus|2798560186,remote sensing|62649853|prospection|2778426922|photogrammetry|117455697|mainland|2781300146|geology|127313418|digital elevation model|181843262|archipelago|204207459|archaeology|166957645,archaeological prospection|180658431
-21.261,2006477706,becoming a nir sensitive aerial archaeologist,en,2007,9,9,"1606936601,1992979930,2315884007,2320435856","aerial,archaeologist,becoming,nir,sensitive",geert verhoeven|2169669433,remote sensing|62649853|infrared photography|2775947477|infrared|158355884|image processing|9417928|geology|127313418|digital photography|16282426|digital image|42781572|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645|aerial photography|133214962|aerial image|2776429412|aerial archaeology|2779668730,remote sensing|43295729
-21.261,2546838577,virtual and augmented reality tools to improve the exploitation of underwater archaeological sites by diver and non diver tourists,en,2016,5,5,"2135427388,2157274504,2045379806,2050890258,1485496002,2067408383,1990265807,2337420930,2510029972,2164974616,1874610556,2514554252,2507899476,1563888126,2194353279,641011101,2042724784,1980341889,2329787544","archaeological,augmented,diver,exploitation,reality,sites,tools,tourists,underwater,virtual",fabio bruno|2137354898|antonio lagudi|367839808|loris barbieri|2132451646|maurizio muzzupappa|139988561|gerardo ritacco|2665367255|alessandro cozza|2547972195|marco cozza|2548826251|raffaele peluso|2679968877|marco lupia|1950117210|gianni cario|2227213847,underwater|98083399|tourism|18918823|remote sensing|62649853|environmental science|39432304|cultural heritage|60671577|augmented reality|153715457|archaeology|166957645,
-21.275,1975736808,mapping modelling and predicting prehistoric coastal archaeology in the southern red sea using new applications of digital imaging techniques,en,2014,12,12,"2011551841,1986320828,1986897403,2125497656,2099110822,2082587838,2133739939,2057483666,251064908","applications,archaeology,coastal,digital,imaging,mapping,modelling,predicting,prehistoric,red,sea,southern,techniques",matthew meredithwilliams|2345334127|niklas hausmann|2622958390|geoffrey n bailey|2120037947|g c p king|2894331191|abdullah alsharekh|2345007489|s al ghamdi|2635633529|robyn helen inglis|2582351741,underwater|98083399|seabed|33613203|satellite imagery|2778102629|remote sensing|62649853|radar|554190296|prehistory|204852536|photogrammetry|117455697|history|95457728|excavation|31858485|digital imaging|112416745|archaeology|166957645,world archaeology|14980801
-21.276,1967239893,combining terrestrial stereophotogrammetry dgps and gis based 3d voxel modelling in the volumetric recording of archaeological features,en,2013,6,6,"2011505060,1487722404,620760051,1556509141,2170929748,2622196750,2557261106,1487107498,2095715221,2098560635,2758114248,2529259915,2328944955,2905127067,2156907667,2325954645,2298499746,1983476221","3d,archaeological,combining,dgps,features,gis,modelling,recording,stereophotogrammetry,terrestrial,volumetric,voxel",hector a orengo|1999271583,workflow|177212765|voxel|54170458|remote sensing|62649853|orthophoto|82789328|mathematics|33923547|georeference|75145180|excavation|31858485|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645,isprs j photogramm|173339282
-21.279,2030361317,gradiometer survey to locate the ancient remains distributed to the northeast of the zoser pyramid saqqara giza egypt,en,2005,9,9,"2503521236,2799149123,2145033111,2095592474,2025181504","ancient,distributed,egypt,giza,gradiometer,locate,northeast,pyramid,remains,saqqara,survey,zoser",h odah|2470167007|t f abdallatif|2681834516|i a elhemaly|2596196892|e abd elall|2087679524,remote sensing|62649853|raster graphics|181844469|pyramid|69952321|gradiometer|2780784121|geology|127313418|archaeology|166957645,archaeological prospection|180658431
-21.281,1495855499,gpr for archaeological investigations real performance assessment for different surface and subsurface conditions,en,2003,12,12,"2108365241,1998239584,2025860092,2005273020","archaeological,assessment,conditions,different,gpr,investigations,performance,real,subsurface,surface",massimo sciotti|2084582921|fabiola colone|2018287118|debora pastina|2144855372|t bucciarelli|2427592505,remote sensing|62649853|ground penetrating radar|71813955|exploit|165696696|data acquisition|163985040|computer vision|31972630|computer science|41008148|clutter|132094186|artificial intelligence|154945302|archaeology|166957645,
-21.282,2002733354,all in one laser scanning methods for surveying representing and sharing information on archaeology via flaminia and the furlo tunnel complex,en,2013,2,2,"2418597548,2235418163,1583361329","archaeology,complex,flaminia,furlo,information,laser,methods,one,representing,scanning,sharing,surveying,tunnel,via",paolo clini|1985683734|romina nespeca|2054975105|a bernetti|2027902579,remote sensing|62649853|premises|2780613260|point cloud|131979681|laser scanning|141349535|engineering|127413603|documentation|56666940|cultural heritage|60671577|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645,isprs international archives photogrammetry remote sensing spatial information sciences|2764939010
-21.285,2052614921,the identification of roman buildings from the air recent discoveries in western transylvania,en,2003,7,7,2050142452,"air,buildings,discoveries,identification,roman,transylvania,western",w s hanson|2161810323|ioana a oltean|2894383519,soil water|159750122|remote sensing|62649853|phenomenon|50335755|human settlement|16678853|geology|127313418|archaeology|166957645|archaeological record|2779269003|alluvium|69823785|aerial reconnaissance|185154738,archaeological prospection|180658431
-21.287,2789845210,remote sensing and geosciences for archaeology,en,2018,3,3,"1504183433,2004638404,1481905924,1913732766,1859986355,2497468488,2769514900,2756921922,2735379888,2762126600,2757244675,2766780156,2760667226,2756190765,2116714053,2755492789,2757035646,2762225601,2753189905,2765468865,2623771445,2756112930,2753169666,2758837557,2751155305,2747074889,2763893603,2762892119","archaeology,geosciences,remote,sensing",deodato tapete|2051837759,signal processing|104267543|remote sensing|62649853|earth observation|39399123|data acquisition|163985040|cultural landscape|12429862|computer science|41008148|best practice|184356942|automatic identification and data capture|104582849|archaeology|166957645,
-21.287,2196679700,out of the archaeologist s desk drawer communicating archaeological data online,en,2015,1,1,"2137917541,1969136216,217217970,2042729995,2168763025,1052047650,2145913030,1971453995,2122281356,2149402931,2036341598,2025968644,83091475,168957813,2091776580,765282196,2096533651,2077658877,2071216327,2520225423,92100551","archaeological,archaeologist,communicating,data,desk,drawer,online",d abate|2645588429|m david|2695829913,remote sensing|62649853|linked data|69075417|interactivity|144430266|excavation|31858485|desk|2776545233|data sharing|2779965156|computer science|41008148|born digital|2777614519|archaeology|166957645,isprs annals photogrammetry remote sensing spatial information sciences|2737735205
-21.288,2163688067,dynamic monitoring of yin xu site by remote sensing,en,2014,0,0,2182358355,"dynamic,monitoring,remote,sensing,site,xu,yin",ruixia yang|2693959167|yanyan peng|2442199420|yanyan peng|2442199420,shang dynasty|512054716|remote sensing|62649853|oracle bone script|128774023|land cover|2780648208|human settlement|16678853|geography|205649164|excavation|31858485|china|191935318|cartography|58640448|archaeology|166957645,
-21.291,1550743993,ground penetrating radar and geological study of the kudrukula stone age archaeological site northeast estonia,en,2014,4,4,"2146687568,260767608,2075377675,571265460,2314797776,2146948448,2118474933,2091240792,2116895285,2017798430,2076746897,1600555599,2094954225,1965605030,2523737443,2048978773,2461483118,79155673,2520553706","age,archaeological,estonia,geological,ground,kudrukula,northeast,penetrating,radar,site,stone",alina tsugai|210077964|jueri plado|2574260741|argo joeleht|1964487765|aivar kriiska|1227838316|mario mustasaar|2091395107|hanna raig|2030352033|jan risberg|1982253052|alar rosentau|1902667613,stone age|85735339|sea level|74501621|ridge|32277403|remote sensing|62649853|pottery|130056557|meander|102950494|ground penetrating radar|71813955|geology|127313418|floodplain|155681218|erosion|123157820|archaeology|166957645,archaeological prospection|180658431
-21.295,2147556480,remote sensing detection of potential sites in a prehispanic domestic agricultural terrace system in cerro san lucas teotihuacan mexico,en@@@es,2012,1,1,"2131920195,2138973222,2115179781,2103109669,2148586948,2329448726,2580388531,2169527760,1532459778,2093220097,1539095701,2018424740,1483959384","agricultural,cerro,detection,domestic,lucas,mexico,potential,prehispanic,remote,san,sensing,sites,system,teotihuacan,terrace",julia perezperez|2101165096|emily mcclung de tapia|2134235821|luis barbapingarron|703108109|jorge gamacastro|1947636471|armando peraltahiguera|2253997314,site selection|2780561860|remote sensing|62649853|geography|205649164|excavation|31858485|cartography|58640448|archaeology|166957645|agriculture|118518473|aerial survey|176262533,
-21.295,810858775,action cameras and low cost aerial vehicles in archaeology,en,2015,3,3,"2094373254,2034122851,2057712137,1972564531,2097760216,2122161859","action,aerial,archaeology,cameras,cost,low,vehicles",martina ballarin|2521439054|caterina balletti|2138856276|francesco guerra|2124609330,remote sensing|62649853|photogrammetry|117455697|orthophoto|82789328|laser scanning|141349535|geography|205649164|elevation|142816520|documentation|56666940|distortion|115225779|computer vision|31972630|calibration|165838908|artificial intelligence|154945302|archaeology|166957645,
-21.296,2126300563,a camcorder for 3d underwater reconstruction of archeological objects,en,2010,7,7,"2151103935,2033819227,2167667767,2156598602,2125186487,2111308925,2085261163,2102481828,2018539407,1643242358,2139524713,2138673322,2121417205,1776076339,44717426,1557752859,2129163032,2134593013,1857280276,2781359865","3d,archeological,camcorder,objects,reconstruction,underwater",arnaud meline|2433391155|jean triboulet|2047177467|bruno jouvencel|2688013967,underwater|98083399|remote sensing|62649853|iterative reconstruction|141379421|feature extraction|52622490|engineering|127413603|distortion|115225779|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645|3d reconstruction|109950114,
